sku,description,prod_type,comm_class,lot_control_flag,primary_dc,abc_code,fin_rprt_grp,sku_entry_date,sku_status,discon_date
715866SGM,Allergy Relief Caps Sample,OTC,Sample,Yes,CADC400D,B,OTCCA5417,6/30/2018,Active,
467160WWJ,Antacid Chewables Sample,OTC,Sample,Yes,,A,OTCIL8185,1/25/2022,Inactive,
535141HAQ,Allergy Relief Caps Private Label,OTC,Private Label,Yes,CADC400D,C,OTCCA6702,11/18/2024,Active,
414236SDA,Levothyroxine 100mgT ablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ8237,2/11/2023,Active,
495199ODL,Allergy Relief Caps,OTC,General Market,Yes,ILWH500E,A,OTCIL5397,1/20/2019,Active,
147963TVQ,Cold and Flu Capsules Sample,OTC,Sample,Yes,ILWH500E,B,OTCIL1559,10/22/2019,Active,
917938EZR,Hydrochlorothiazide 100mg Tablets,Pharma,,Yes,ILWH500E,C,PHRIL1580,2/14/2021,Active,
735155ZJC,Ibuprofen 50mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA6522,9/9/2018,Inactive,
524630WPO,Allergy Relief Caps,,Sample,Yes,ILWH500E,A,OTCIL1385,2/12/2019,Inactive,
693187NFK,Levothyorxine 10mg Tablets,,Sample,Yes,PAWH200B,C,PHRPA7086,7/2/2020,Active,
990516OGL,Cold and Flu Capsules,OTC,General Market,Yes,TXDC300C,,OTCTX1523,1/14/2018,Inactive,
993262XCM,Antacid Chewables,OTC,General Market,Yes,CADC400D,C,OTCCA6067,8/22/2019,Inactive,
149035UMK,Atorvastatin 20mg Tablets Sample,Pharma,Sample,No,CADC400D,B,PHRCA3307,4/3/2018,Active,
145645KNT,Ibuprofen 5mg Tablets,Pharma,,No,NJWH100A,C,PHRNJ8146,12/3/2021,Inactive,
920631JJO,Losartan 50mg Tbalets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX1401,1/7/2024,Inactive,
110939EHI,Sertraline 10mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,C,PHRIL5416,12/27/2020,Inactive,
615901OMD,Cold and Flu Capsules Private Label,OTC,,Yes,ILWH500E,B,OTCIL2641,10/9/2022,Active,
352389AUM,Levothyroxine 250mg Tablets,Pharma,Private Label,Yes,PAWH200B,C,PHRPA7593,4/30/2021,Active,
766611BLN,Cold and Flu Capsules,OTC,General Market,Yes,TXDC300C,A,OTCTX6332,4/22/2018,Inactive,
750209SJT,Cold and Flu Capsules,OTC,Private Label,Yes,CADC400D,A,OTCCA6819,5/20/2022,Active,
150248KUG,Cold and Flu Capsules,OTC,General Market,Yes,CADC400D,B,OTCCA7085,5/18/2022,Inactive,
961245NWT,Antacid Chewables,OTC,Sample,Yes,CADC400D,C,OTCCA8598,2/1/2018,Inactive,
421470QWP,Pain Relief Tablets Sample,OTC,Sample,Yes,NJWH100A,C,OTCNJ1788,6/28/2022,Inactive,
447449VTH,Col dand Flu Capsules Private Label,OTC,,Yes,CADC400D,C,OTCCA8095,6/26/2023,Active,
900271DFA,Antacid Chewables Sample,OTC,Sample,Yes,NJWH100A,C,OTCNJ6147,4/24/2021,Active,
226990JVR,Cough Syrup Sample,OTC,Sample,Yes,NJWH100A,C,INVALIDFRG1,7/31/2021,Active,
490503JFF,Cough Syrup,OTC,Sample,Yes,TXDC300C,A,OTCTX6433,4/11/2023,Inactive,
541372ZXS,Pain Relief Tablets,OTC,General Market,Yes,CADC400D,C,OTCCA5696,11/9/2024,Active,
294565RVZ,Amoxicillin 100mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA9058,8/28/2024,Inactive,
606013YAH,Pain Relief Tablets Private Label,OTC,Private Label,Yes,NJWH100A,C,OTCNJ4130,3/29/2017,Inactive,
998203SZA,Atorvastatin 250mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA5210,4/16/2017,Active,
228093WNB,Sertraline 20mg Tablets,Pharma,Private Label,Yes,CADC400D,B,PHRCA4818,2/11/2019,Active,
916241NNV,Pain Relief Tablets,OTC,Sample,Yes,NJWH100A,A,OTCNJ1076,2/8/2017,Active,
638414KVN,Antacid Chewables Private Label,OTC,Private Label,Yes,CADC400D,B,OTCCA5861,4/14/2021,Inactive,
276322SSW,Levothyrxoine 5mg Tablets,Pharma,Sample,Yes,,C,PHRCA5709,4/24/2018,Inactive,
920073UGA,Atorvastatin 50mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,A,PHRNJ9587,3/12/2017,Active,
734297HNV,Cough Syrup,OTC,Sample,Yes,TXDC300C,A,OTCTX2835,9/20/2022,Active,
972024KFQ,Sertraline 5mg Tablets,Pharma,Private Label,Yes,NJWH100A,A,PHRNJ2762,12/15/2023,Inactive,
234145UCP,Atorvastatin 5mg Tablets,Pharma,Private Label,Yes,NJWH100A,C,PHRNJ4454,9/16/2021,Active,9/3/2019
608831TTG,Metformin 50mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,A,PHRPA1998,3/24/2017,Inactive,
818650ISU,Omeprazole 20mg Tablets,Pharma,General Market,Yes,ILWH500E,C,PHRIL5176,8/18/2025,Active,
912011BIV,Levothyroxine 250mg Tablets,Pharma,General Market,Yes,PAWH200B,C,PHRPA3217,2/27/2018,Active,
157248GFZ,Amoxicillin 10mg Tablets,Pharma,Sample,Yes,PAWH200B,B,PHRPA5763,6/6/2018,Inactive,
122288RHO,Amoxicillin 10mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,A,PHRPA3994,12/31/2020,Inactive,
855771FPT,Omeprazole 100mg Tablets,Pharma,,Yes,CADC400D,A,PHRCA2378,2/17/2018,Active,
733612FGO,Antacid Chewables Sample,OTC,Sample,Yes,PAWH200B,C,OTCPA3100,7/20/2024,Active,
837954GPA,Amoxicillin 250mg Tabltes,Pharma,General Market,No,PAWH200B,B,PHRPA9435,4/7/2022,Inactive,
613036DBM,Allergy Relief Caps,OTC,General Market,Yes,ILWH500E,C,OTCIL4062,2/5/2017,Active,
634479LAF,Cough Syrup,,Private Label,Yes,NJWH100A,C,OTCNJ6799,10/17/2021,Active,
380515QFX,Allergy Relief Caps Sample,OTC,Sample,Yes,TXDC300C,B,OTCTX5135,10/7/2019,Active,
846977PVD,Cough Syrup,OTC,General Market,Yes,PAWH200B,A,OTCPA9377,3/30/2020,Active,
528382XFH,Atorvastatin 10mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,C,PHRCA9762,8/3/2022,Active,
61749T5MX,Atorvastatin 100mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX3327,5/17/2017,Inactive,
711336JMC,Pain Relief Tablets,OTC,Sample,Yes,ILWH500E,C,OTCIL1915,9/29/2024,Inactive,
735555DOK,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,ILWH500E,B,INVALIDFRG1,12/15/2020,Active,
142947HJF,Antacid Chewables Sample,OTC,Sample,Yes,NJWH100A,C,OTCNJ7168,2/21/2018,Inactive,
808515YRE,Amoxicillin 5mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX6206,6/14/2025,Inactive,
995996WGR,Losartan5 mg Tablets,Pharma,Sample,Yes,,A,PHRTX4156,12/26/2021,Active,
273893DIL,Metformin 250mg Tablets Sample,Pharma,Sample,Yes,CADC400D,C,PHRCA6356,12/9/2018,Active,
458970CEL,Losartan 10mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ9574,4/11/2024,Active,
736863RZC,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,NJWH100A,B,OTCNJ8421,4/30/2023,Active,
777960DSL,Levothyroxine 10mg Tablets,,General Market,Yes,NJWH100A,B,PHRNJ2433,9/6/2025,Active,
308257KYW,Ibuprofen 250mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,C,PHRNJ2553,6/28/2018,Inactive,
598330LTL,Antacid Chewables,OTC,General Market,Yes,ILWH500E,B,OTCIL7715,6/13/2017,Active,
756402WNX,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,NJWH100A,C,OTCNJ5022,10/11/2018,Active,6/6/2029
478417NIG,Atorvastatin 5mg Tablets,Pharma,General Market,Yes,TXDC300C,A,PHRTX1298,5/30/2022,Inactive,
793499CYS,Cough Syrup,OTC,General Market,Yes,NJWH100A,C,INVALIDFRG1,12/23/2023,Inactive,
403843VZG,Cold and Flu Capsules,OTC,General Market,Yes,TXDC300C,B,OTCTX7894,10/17/2018,Active,
726200XND,Cold and Flu Capsules Private Label,OTC,Private Label,No,PAWH200B,A,OTCPA2028,9/30/2020,Inactive,
722974YGX,Metformin 20mg Tablets Private Label,,Private Label,Yes,NJWH100A,A,PHRNJ5760,9/9/2017,Active,
382735URB,Hydrochlorothiazide 250mg Tablets,Pharma,General Market,Yes,ILWH500E,C,PHRIL2149,11/7/2018,Inactive,
121572OMZ,Pain Relief Tablet sSample,OTC,Sample,Yes,NJWH100A,A,OTCNJ1791,6/17/2023,Active,
530512DJN,Ibuprofen 5mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,A,PHRNJ2984,7/4/2020,Active,
373475UZX,Pain Relief Tablets,OTC,General Market,Yes,TXDC300C,B,OTCTX7827,12/16/2017,Active,
867830OAJ,Cough Syrpu,OTC,Private Label,Yes,PAWH200B,C,OTCPA9612,5/31/2024,Active,
350202BTE,Sertraline 20mg Tablets Sample,,Sample,Yes,ILWH500E,A,PHRIL1240,5/31/2023,Active,
952315DWF,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,TXDC300C,C,OTCTX6281,8/26/2022,Inactive,
448909NKA,Losartan 5mg Tablets Private Label,,Private Label,Yes,NJWH100A,C,PHRNJ2158,7/29/2023,Active,
666084FDE,Pain Relief Tablets Private Label,,Private Label,Yes,ILWH500E,B,OTCIL6954,8/24/2017,Active,
634148SNW,Ibuprofen 50mg Tablets,Pharma,Sample,Yes,,B,PHRCA2863,9/11/2021,Inactive,
448907QKW,Cold and Flu Capsules Sample,OTC,Sample,Yes,CADC400D,C,OTCCA8403,8/19/2020,Active,
341925JOK,Antacid Chewables,OTC,Sample,Yes,PAWH200B,B,INVALIDFRG1,12/19/2022,Active,
522578BJZ,Antacid Chewables Sample,OTC,Sample,Yes,TXDC300C,,OTCTX5045,3/23/2017,Active,
858561WSJ,Hydrochlorothiazide 20mg Tablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ8094,12/16/2020,Active,
626210EIN,Amoxicillin 100mg Tablets,Pharma,General Market,Yes,,A,PHRNJ7490,4/22/2023,Active,
103354XBN,Losartan 50mg Tablets,Pharma,General Market,Yes,ILWH500E,B,PHRIL3770,2/22/2020,Active,
948582HWC,Levothyroxine 5mg Tablets Sample,Pharma,Sample,No,NJWH100A,C,PHRNJ7590,7/20/2022,Active,
184238SFR,Atorvastatin 100mg Tablets,Pharma,Sample,Yes,,A,PHRCA3844,5/9/2023,Inactive,
869999EQU,Antacid Chewables Sample,OTC,Sample,Yes,,B,OTCNJ1505,11/15/2023,Inactive,
662116KVL,Metformin 20mg Tablets,Pharma,Private Label,Yes,TXDC300C,C,PHRTX6630,2/10/2025,Inactive,
113192BCV,Cough Syrup,OTC,Sample,Yes,,B,OTCNJ7132,3/9/2023,Inactive,
936672RTF,Pain Relief Tablets Sample,OTC,,Yes,,C,OTCPA8925,3/29/2021,Active,
662540UKV,Allergy Relief Caps Sample,OTC,Sample,Yes,NJWH100A,C,OTCNJ4281,2/29/2020,Inactive,
385416NPW,Pain Relief Tablets,OTC,General Market,Yes,ILWH500E,A,OTCIL5521,3/4/2025,Inactive,
600730MAY,Levothyroxine 10mg Tablets,,General Market,Yes,,C,PHRNJ2811,5/25/2019,Active,
627292GTP,Lisinopril 10mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,C,PHRIL9863,6/5/2020,Active,
958279IUP,Antacid Chewables Sample,OTC,Sample,Yes,NJWH100A,B,OTCNJ5928,8/18/2019,Inactive,
140754ZUN,Metformin 10mg Tablets,Pharma,General Market,Yes,CADC400D,B,PHRCA1774,1/29/2023,Active,
251375AAJ,Omeprazole 100mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,A,PHRPA6784,10/2/2018,Active,
811426TAO,Antacid Chewables,,,Yes,PAWH200B,A,OTCPA1645,6/4/2023,Active,1/20/2031
819637SEX,Losartan 250mg Tabltes Sample,Pharma,Sample,Yes,NJWH100A,A,PHRNJ5813,4/8/2020,Active,
927203AOY,Pain Relief Tablets,OTC,General Market,Yes,CADC400D,C,OTCCA2340,10/21/2023,Inactive,
714771IUP,Cold and Flu Capsules Sample,OTC,Sample,Yes,,C,OTCIL8516,11/23/2019,Inactive,
877190PDZ,Allergy Relief Caps Sample,OTC,Sample,Yes,CADC400D,C,OTCCA6767,6/26/2025,Active,
997721XGU,Allergy Relief Caps Sample,OTC,Sample,Yes,PAWH200B,B,OTCPA6958,3/9/2023,Active,
661077SPU,Amoxicillin 50mg Tablets,Pharma,Sample,Yes,TXDC300C,C,PHRTX2096,4/23/2023,Active,
765708NDD,Ibuprofen 5mg Tablets,Pharma,Sample,Yes,ILWH500E,C,PHRIL7835,7/11/2018,Active,
289425SZF,Cough Syrup,OTC,Sample,Yes,NJWH100A,B,OTCNJ9298,9/5/2020,Inactive,
278863MMV,Allergy Relief Caps,OTC,Sample,Yes,CADC400D,A,OTCCA9258,4/17/2025,Active,
793010ZXW,Lisinopril 250mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX2915,10/9/2018,Inactive,
358862QEB,Cold and Flu Capsules,OTC,Private Label,No,TXDC300C,B,OTCTX4132,4/14/2017,Active,
585001OPS,Lisinopril 250mg Tablets,Pharma,Sample,Yes,,B,PHRNJ5318,8/15/2025,Active,
718322LZD,Pain Relief Tablets Private Label,OTC,Private Label,No,ILWH500E,B,OTCIL1423,4/16/2022,Inactive,
186493TIP,Allergy Relief Caps,,General Market,Yes,TXDC300C,A,OTCTX5360,11/4/2025,Inactive,
405444XAX,Antacid Chewables,OTC,Private Label,Yes,CADC400D,B,OTCCA9329,2/25/2018,Inactive,
102705LGR,Pain Relief Tablets,OTC,Private Label,Yes,ILWH500E,B,OTCIL8917,2/1/2025,Active,
986126KUE,Levothyroxine 250mg Tablets,Pharma,General Market,Yes,NJWH100A,C,PHRNJ9234,6/21/2021,Inactive,
948277JQN,Antacid Chewables Private Label,OTC,Private Label,Yes,ILWH500E,C,OTCIL1529,4/21/2023,Active,
671507TLN,Allergy Relief Caps,OTC,Private Label,Yes,CADC400D,B,OTCCA4804,7/5/2018,Inactive,
158725JTK,Cold and Flu Capsules,OTC,Private Label,Yes,NJWH100A,B,OTCNJ9891,12/8/2024,Inactive,
295376EFC,Antacid Chewables Sample,OTC,Sample,Yes,PAWH200B,B,OTCPA3458,11/4/2020,Active,
346562SVG,Pain Relief Tablets,OTC,General Market,Yes,,B,OTCTX1913,2/14/2024,Inactive,
220029RGU,Antacid Chewables,OTC,General Market,Yes,PAWH200B,C,OTCPA2617,7/7/2019,Active,
771171PKN,Omeprazole 5mg Tablets,Pharma,Private Label,Yes,CADC400D,A,PHRCA3619,8/2/2017,Active,
703099RWV,Antacid Chewables,OTC,Sample,No,PAWH200B,A,OTCPA9625,5/6/2020,Active,
609938AGZ,Atorvsatatin 250mg Tablets,Pharma,Sample,Yes,PAWH200B,C,PHRPA8477,10/7/2022,Active,
814161QGK,Lisinopril 100mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,A,PHRPA2839,6/10/2023,Active,
997821GGX,Hydrochlorothiazide 5mg Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA5471,1/8/2018,Inactive,
588490IQN,Allergy Relief Caps Sample,OTC,Sample,Yes,NJWH100A,B,OTCNJ3718,9/25/2018,Active,
660708OZV,Pain Relief Tablets Sample,OTC,Sample,Yes,ILWH500E,B,OTCIL8970,8/23/2019,Active,
229922FNA,Allergy Relief Caps,OTC,General Market,Yes,PAWH200B,A,OTCPA5781,10/26/2017,Inactive,
775610OHH,Pain Relief Tablets Private Label,OTC,Private Label,Yes,TXDC300C,C,OTCTX1970,3/26/2025,Inactive,
396436SMM,Antacid Chewables,OTC,,Yes,ILWH500E,B,OTCIL3548,1/12/2023,Active,
526239TBU,Omeprazole 20mg Tablets,Pharma,Private Label,Yes,NJWH100A,C,INVALIDFRG1,11/12/2023,Inactive,
567092OFS,Pain Relief Tablets,,General Market,Yes,NJWH100A,C,OTCNJ7573,4/18/2024,Active,
779802BBU,Levothyroxine 250mg Tablets,Pharma,Private Label,Yes,TXDC300C,C,PHRTX2287,2/17/2024,Inactive,
611277PPI,Allergy Relief Caps,OTC,Private Label,Yes,,C,OTCIL3792,9/2/2025,Inactive,9/19/2029
498673OUM,Cold and Flu Capsules,OTC,General Market,Yes,TXDC300C,,OTCTX5006,3/26/2020,Inactive,12/9/2027
978823QBU,Allergy Relief Caps Sample,,,Yes,NJWH100A,B,OTCNJ1345,1/20/2019,Active,
143629NGI,Losartan 50mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,A,INVALIDFRG1,1/24/2019,Inactive,
427892QYM,Atorvastatin 100mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ2228,5/20/2017,Inactive,
564120FZO,Metformin 20mg Tablets Private Label,Pharma,,Yes,PAWH200B,B,PHRPA9407,1/15/2019,Active,9/11/2026
680007CRS,Metformin 50mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,B,PHRTX1520,8/10/2023,Active,12/28/2031
336438PRT,Metformin 50mg Tablets,Pharma,General Market,Yes,ILWH500E,C,PHRIL8409,3/26/2024,Inactive,
568893XMM,Atorvastatin 5mg Tablets,Pharma,Sample,Yes,TXDC300C,C,PHRTX7977,7/13/2018,Active,
667113GXV,Pain Relief Tablets,OTC,General Market,Yes,NJWH100A,B,OTCNJ5601,1/6/2024,Inactive,
525488NPM,Pain Relief Tablets,,,Yes,TXDC300C,C,OTCTX2524,1/10/2019,Inactive,
204519EEL,Hydrochlorothiazide 20mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX6109,9/25/2021,Active,
308265TPS,Allergy Relief Caps,OTC,Private Label,Yes,ILWH500E,A,OTCIL9186,5/29/2022,Inactive,
557877NOZ,Losartan 5mg Tablets,Pharma,General Market,Yes,TXDC300C,A,PHRTX2096,5/25/2023,Inactive,
631704DMO,Allergy Relief Caps,OTC,General Market,Yes,TXDC300C,A,OTCTX8946,4/9/2018,Inactive,
919860VKH,Hydrochlorothiazide 5mg Tablets,Pharma,General Market,Yes,CADC400D,B,PHRCA4264,5/7/2021,Active,
259090ING,Omeprazole 250mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA6640,10/5/2018,Inactive,
482756ICS,Cough Syrup,OTC,Sample,Yes,ILWH500E,A,OTCIL5970,3/21/2023,Inactive,
285742HKQ,Amoxicillin 20mg Tablets Sample,,Sample,Yes,,C,PHRTX1422,1/16/2018,Active,10/2/2028
474610CRE,Amoxicillin 5mg Tablets Sample,Pharma,Sample,Yes,CADC400D,C,PHRCA9635,6/5/2022,Inactive,
342945FKP,Cold and Flu Capsules,OTC,General Market,Yes,PAWH200B,A,OTCPA6802,6/7/2025,Active,
178058AIQ,Atorvastatin 5mg Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA5271,8/7/2021,Inactive,
922198HRF,Losartan 20mg Tablets,Pharma,Private Label,Yes,ILWH500E,A,PHRIL1529,8/12/2022,Active,
261524OYN,Antacid Chewables,OTC,General Market,Yes,TXDC300C,A,OTCTX4889,9/2/2023,Active,
173527KYN,Levothyroxine 5mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,B,PHRTX4989,4/23/2017,Active,
795686JBA,Atorvastatin 250mg Tablets,Pharma,Private Label,Yes,TXDC300C,B,PHRTX6450,3/15/2023,Active,
275772YJI,Cough Syrup,OTC,General Market,Yes,TXDC300C,B,OTCTX4134,8/9/2018,Active,
422070OFK,Levothyroxine 20mg Tablets,Pharma,General Market,Yes,PAWH200B,C,PHRPA7887,1/4/2022,Inactive,6/10/2026
140753TMF,Hydrochlorothiazide 10mg Tablets,Pharma,Private Label,Yes,TXDC300C,B,PHRTX2418,8/30/2017,Inactive,
655245EQK,Lisinopril 20mg Tablets,Pharma,,Yes,NJWH100A,A,PHRNJ6550,9/23/2018,Inactive,
662531AXS,Hydrochlorothiazide 20mg Tablets Private Label,,Private Label,Yes,CADC400D,C,PHRCA9919,8/28/2018,Inactive,
123087YRD,Allergy Rleief Caps,OTC,General Market,Yes,PAWH200B,B,OTCPA1474,10/14/2017,Active,
835802GRV,Levothyroxine 250mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX4974,2/20/2023,Active,
145060WKS,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,CADC400D,C,OTCCA8580,9/15/2024,Active,12/7/2027
526015GVO,Cold and Flu Capsules Sample,OTC,Sample,Yes,,C,OTCPA9902,2/17/2024,Inactive,10/26/2026
968672UDP,Atorvastatin 250mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA4534,10/29/2023,Inactive,
185415COO,Ibuprofen 250mg Tablets Private Label,Pharma,,Yes,NJWH100A,C,PHRNJ2052,6/10/2022,Inactive,
217658VZZ,Atorvastatin 100mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,B,PHRTX7339,5/19/2017,Inactive,
928264OOJ,Cough Syrup,OTC,General Market,Yes,ILWH500E,B,OTCIL6211,5/6/2021,Active,
521279DTM,Ibuprofen 250mg Tablets Sample,Pharma,Sample,Yes,CADC400D,B,PHRCA7672,1/4/2023,Active,
668342OVD,Cold and Flu Capsules Private Label,OTC,Private Label,No,TXDC300C,A,OTCTX5070,9/20/2021,Inactive,10/29/2028
449356PQB,Hydrochlorothiazide 250mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,C,PHRNJ2371,10/5/2021,Inactive,
825720EOB,Antacid Chewables,OTC,,Yes,ILWH500E,B,OTCIL5517,9/29/2021,Inactive,
791554AJA,Allergy Relief Caps,OTC,General Market,Yes,NJWH100A,A,OTCNJ1211,5/24/2021,Active,
883588FFG,Losartan 5mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,B,PHRIL9851,10/16/2022,Inactive,
524696PHR,Atorvastatin 100mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA8582,7/13/2017,Active,
918758EPT,Cold and Fl uCapsules,OTC,Sample,Yes,TXDC300C,A,OTCTX9789,9/17/2021,Inactive,
465559CGE,Levothyroxine 50mg Tablets,Pharma,General Market,Yes,CADC400D,B,PHRCA2194,7/23/2019,Active,
554955THM,Losartan 50mg Tablets Private Label,,Private Label,Yes,,C,PHRIL5194,8/30/2019,Inactive,
547972RSY,Sertraline 250mg Tablets Private Label,,Private Label,Yes,ILWH500E,C,PHRIL8259,3/23/2023,Active,
739098JMC,Cough Sryup Private Label,OTC,Private Label,Yes,ILWH500E,A,OTCIL9918,4/26/2018,Active,
610559KLM,Cold and Flu Capsules Sample,OTC,Sample,No,ILWH500E,A,OTCIL6919,3/20/2020,Active,
617044JYC,Cough Syrup Private Label,OTC,Private Label,Yes,NJWH100A,C,INVALIDFRG1,3/11/2020,Active,
464170MVH,Cough Syrup Private Label,,Private Label,Yes,TXDC300C,B,OTCTX9084,8/14/2017,Inactive,
913737VBQ,Metformin 20mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,A,PHRIL8337,5/25/2025,Active,
540700HDV,Ibuprofen 50mg Tablets,Pharma,Sample,Yes,PAWH200B,C,PHRPA2841,3/19/2019,Inactive,
442910WKS,Allergy Relief Caps,OTC,General Market,Yes,PAWH200B,C,OTCPA3940,3/27/2020,Inactive,
878010OFU,Sertraline 10mg Tablets Private Label,,Private Label,Yes,ILWH500E,A,PHRIL1998,3/15/2025,Active,
397947BDY,Cold and Flu Capsules,OTC,Sample,Yes,PAWH200B,A,OTCPA1601,9/2/2025,Inactive,
642750RIX,Losartan 20mg Tablets Private Label,Pharma,Private Label,No,,B,PHRPA6606,7/7/2025,Inactive,
990005OHZ,Amoxicillin 250mg Tablets Private Label,Pharma,Private Label,Yes,TXDC300C,C,PHRTX9935,7/15/2020,Active,
307238KNK,Cough Syrup,OTC,General Market,Yes,ILWH500E,C,OTCIL6906,1/20/2025,Active,
101752TRG,Allergy Relief Caps Private Label,OTC,Private Label,Yes,CADC400D,C,OTCCA7646,9/21/2021,Active,
728244UGW,Lisinopril 100mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ6897,12/2/2020,Inactive,
572947YWY,Allergy Relief Caps Private Label,OTC,Private Label,Yes,CADC400D,C,OTCCA5773,10/5/2021,Active,
163090WCQ,Metformin 250mg Tablets,Pharma,General Market,No,PAWH200B,A,PHRPA1931,5/8/2023,Active,
343721EVG,Omeprazole 10mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,C,PHRPA3649,5/30/2023,Inactive,
106608BDL,Hydrochlorothiazide 100mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,C,PHRNJ2564,12/15/2023,Active,
788998PVM,Cold and Flu Capsules,OTC,General Market,Yes,PAWH200B,C,OTCPA7504,3/5/2017,Active,
845896DTJ,Losartan 20mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,A,PHRTX3430,5/9/2025,Active,
711241EFY,Cough Syrup Sample,OTC,,Yes,PAWH200B,B,OTCPA3528,12/11/2025,Active,
352562ROC,Pain Relief Tablets,OTC,General Market,Yes,NJWH100A,C,OTCNJ5171,10/14/2020,Active,
396353UPB,Antacid Chewables,OTC,Private Label,Yes,TXDC300C,C,OTCTX5837,2/5/2024,Active,
952002KJI,Allergy Relief Caps Sample,OTC,Sample,Yes,CADC400D,C,OTCCA1717,5/19/2024,Inactive,
660815TQB,Sertraline 50mgT ablets,Pharma,General Market,Yes,ILWH500E,C,PHRIL5557,2/5/2020,Active,
976961TWX,Lisinopril 5mg Tablets,Pharma,Private Label,Yes,TXDC300C,B,PHRTX2083,4/3/2020,Inactive,
744165XJX,Hydrochlorothiazide 250mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ9273,3/7/2021,Active,
918733QJX,Allergy Releif Caps,OTC,General Market,Yes,PAWH200B,A,OTCPA4781,3/24/2021,Active,
695839DXN,Sertraline 20mg Tablets Sample,Pharma,,Yes,NJWH100A,C,PHRNJ5065,2/15/2022,Active,9/3/2019
938062REM,Cold and Flu Capsules,OTC,Sample,Yes,TXDC300C,B,OTCTX9824,1/29/2018,Active,
865570HOP,Lisinopril 20mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,A,INVALIDFRG1,7/4/2023,Active,
786543VYH,Hydrochlorothiazide 10mg Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA1276,10/20/2023,Inactive,
668315MVV,Antacid Chewables,OTC,General Market,Yes,ILWH500E,C,OTCIL2527,6/20/2018,Active,
802374GMZ,Cold and Flu Caspules,OTC,Sample,Yes,NJWH100A,A,OTCNJ7080,12/30/2025,Active,
654323VUE,Cold and Flu Capsules,OTC,Sample,Yes,,C,OTCCA9977,11/25/2021,Active,
938466RWF,Antacid Chewables,OTC,General Market,No,NJWH100A,C,OTCNJ7854,7/31/2018,Active,
929737JMQ,Omeprazole 10mg Tablets,,General Market,Yes,CADC400D,A,PHRCA1941,11/14/2022,Inactive,
569993VTI,Lisinopril 50mg Tablets,Pharma,General Market,Yes,ILWH500E,A,PHRIL3536,12/14/2019,Active,
497002ZPY,Alelrgy Relief Caps,OTC,Sample,Yes,CADC400D,B,OTCCA8824,4/12/2017,Active,
149194MWJ,Aotrvastatin 250mg Tablets,Pharma,Private Label,Yes,PAWH200B,A,PHRPA2610,9/5/2022,Active,
959728RMO,Ibuprofen5 mg Tablets,Pharma,General Market,Yes,ILWH500E,A,PHRIL5523,5/14/2021,Active,
